ID,time,evid,ALT.ID,amt,ROUTE,BMD.femoral.neck_dv,BMD.femoral.neck_ERROR,BMD.femoral.neck_N,BMD.total.hip_dv,BMD.total.hip_ERROR,BMD.total.hip_N,BMD.lumbar.spine_dv,BMD.lumbar.spine_N,BMD.lumbar.spine_ERROR,CTX,N.x,ERROR.x,ERRSTAT.x,BASELINE.x,BSAP,N.y,ERROR.y,ERRSTAT.y,BASELINE.y,BMD.femoral.neck_ERRSTAT,BMD.lumbar.spine_ERRSTAT,BMD.total.hip_ERRSTAT,fnBMDlb,fnBMDub,lsBMDlb,lsBMDub,thBMDlb,thBMDub,cmt,FLG
5,6720,0,39,.,.,.,.,.,.,.,.,.,.,.,16.5,43,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
5,7392,0,39,.,.,.,.,.,.,.,.,.,.,.,23.2,42,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
5,8064,0,39,.,1,.,.,.,102.472,0.3388,41,104.55,41,0.43,36.9,41,(-81.47; -55.78),(25th percentile; 75th percentile),0.64,40.7,40,(-77.11;-51.79),(25th percentile; 75th percentile),12.8,SE,SE,SE,.,.,103.70376,105.39624,101.8052416,103.1387584,0,0
5,8064,1,39,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,41,.,(25th percentile; 75th percentile),0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
5,10080,0,39,.,.,.,.,.,.,.,.,.,.,.,13.5,40,NA,NA,0.64,44.4,40,NA,NA,12.8,.,.,.,.,.,.,.,.,.,0,0
5,12096,0,39,.,.,.,.,.,103.3433,0.2386,.,106.2,.,0.537,.,40,.,.,0.64,.,.,NA,NA,.,SE,SE,SE,.,.,105.143184,107.256816,102.8737352,103.8128648,0,0
5,12096,1,39,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,39,.,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
5,14112,0,39,.,.,.,.,.,.,.,.,.,.,.,14.6,40,NA,NA,0.64,55.8,39,NA,NA,12.8,.,.,.,.,.,.,.,.,.,0,0
5,16128,0,39,.,1,.,.,.,103.5335,0.242,41,107.19,41,0.976,41.9,39,(-81.80; -44.39),(25th percentile; 75th percentile),0.64,61.8,37,(-62.70; -18.28),(25th percentile; 75th percentile),12.8,SE,SE,SE,.,.,105.269232,109.110768,103.057244,104.009756,0,0
5,16128,1,39,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,39,.,(25th percentile; 75th percentile),0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
5,20160,0,39,.,1,.,.,.,.,.,.,.,.,.,52.2,37,NA,NA,0.64,59.5,35,NA,NA,12.8,.,.,.,.,.,.,.,.,.,0,0
5,20160,1,39,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,37,.,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
5,24192,0,39,.,1,.,.,.,106.34,0.98,38,109.04,38,0.74,57.1,36,(-72.02; -12.53),(25th percentile; 75th percentile),0.64,63.5,36,(-64.46; -24.35),(25th percentile; 75th percentile),12.8,SE,SE,SE,.,.,107.58368,110.49632,104.41136,108.26864,0,0
5,24192,1,39,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,36,.,(25th percentile; 75th percentile),0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
5,28224,0,39,.,1,.,.,.,.,.,.,109.59,12,1.4,58.7,35,(-74.60;-23.04),(25th percentile; 75th percentile),0.64,62.4,35,(-62.36; -25.45),(25th percentile; 75th percentile),12.8,.,SE,.,.,.,106.8348,112.3452,.,.,0,0
5,28224,1,39,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,35,.,(25th percentile; 75th percentile),0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
5,32256,0,39,.,.,.,.,.,106.099,0.497,27,111.76,27,1.13,60.2,37,(-78.57;-14.62),(25th percentile; 75th percentile),0.64,71.3,37,(-59.73; -9.38),(25th percentile; 75th percentile),12.8,SE,SE,SE,.,.,109.53616,113.98384,105.120904,107.077096,0,0
6,0,0,40,.,1,.,.,.,100,.,.,100,.,.,100,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,0,1,40,1.00E+08,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,89.376,0,40,.,.,.,.,.,.,.,.,.,.,.,20.3,41,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,672,0,40,.,.,.,.,.,100.8743,0.242,.,102.344,NA,0.439,13.8,41,NA,NA,0.6,97.8,41,NA,NA,11.4,SE,SE,SE,.,.,101.480048,103.207952,100.398044,101.350556,0,0
6,1344,0,40,.,.,.,.,.,.,.,.,.,.,.,14.4,39,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,2016,0,40,.,.,.,.,.,101.7456,0.246,.,103.176,NA,0.439,16.1,40,NA,NA,0.6,51.2,39,NA,NA,11.4,SE,SE,SE,.,.,102.312048,104.039952,101.261472,102.229728,0,0
6,2688,0,40,.,.,.,.,.,.,.,.,.,.,.,17.4,35,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,3360,0,40,.,.,.,.,.,.,.,.,.,.,.,21.5,38,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,4032,0,40,.,1,.,.,.,102.0884,0.1936,.,104.443,41,0.488,28,38,NA,NA,0.6,37.3,36,NA,NA,11.4,SE,SE,SE,.,.,103.482616,105.403384,101.7073952,102.4694048,0,0
6,4032,1,40,1.00E+08,1,.,.,.,.,.,.,.,.,.,.,38,.,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,4099.2,0,40,.,.,.,.,.,.,.,.,.,.,.,17.9,34,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,4704,0,40,.,.,.,.,.,.,.,.,.,.,.,18.3,38,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,5376,0,40,.,.,.,.,.,.,.,.,.,.,.,17.5,36,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,6048,0,40,.,.,.,.,.,.,.,.,.,.,.,19,38,NA,NA,0.6,31.8,38,NA,NA,11.4,.,.,.,.,.,.,.,.,.,0,0
6,6720,0,40,.,.,.,.,.,.,.,.,.,.,.,19.6,38,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,7392,0,40,.,.,.,.,.,.,.,.,.,.,.,20.1,36,NA,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
6,8064,0,40,.,1,.,.,.,103.2985,0.4356,37,106.687,37,0.488,30.6,36,(-85.85; -60.95),(25th percentile; 75th percentile),0.6,41.3,36,(-74.25;-50.61),(25th percentile; 75th percentile),11.4,SE,SE,SE,.,.,105.726616,107.647384,102.4412392,104.1557608,0,0
6,8064,1,40,1.00E+08,1,.,.,.,.,.,.,.,.,.,.,36,.,(25th percentile; 75th percentile),0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,10080,0,40,.,.,.,.,.,.,.,.,.,.,.,19.5,37,NA,NA,0.6,44.8,37,NA,NA,11.4,.,.,.,.,.,.,.,.,.,0,0
6,12096,0,40,.,1,.,.,.,104.1697,0.432,36,107.955,36,0.585,35.4,34,NA,NA,0.6,55.6,33,NA,NA,11.4,SE,SE,SE,.,.,106.80372,109.10628,103.319524,105.019876,0,0
6,12096,1,40,1.00E+08,1,.,.,.,.,.,.,.,.,.,.,34,.,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,14112,0,40,.,.,.,.,.,.,.,.,.,.,.,31.8,31,NA,NA,0.6,58.7,31,NA,NA,11.4,.,.,.,.,.,.,.,.,.,0,0
6,16128,0,40,.,1,.,.,.,105.0374,0.484,33,108.88,33,0.67,42.8,31,(-89.31; -43.68),(25th percentile; 75th percentile),0.6,59.5,31,(-64.82; -23.14),(25th percentile; 75th percentile),11.4,SE,SE,SE,.,.,107.56144,110.19856,104.084888,105.989912,0,0
6,16128,1,40,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,31,.,(25th percentile; 75th percentile),0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,20160,0,40,.,1,.,.,.,.,.,.,.,.,.,59.5,27,NA,NA,0.6,60.8,27,NA,NA,11.4,.,.,.,.,.,.,.,.,.,0,0
6,20160,1,40,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,27,.,NA,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,24192,0,40,.,1,.,.,.,104.7,1.32,29,110.63,29,0.82,58.3,27,(-81.69;-11.29),(25th percentile; 75th percentile),0.6,62.1,26,(-57.70; -22.78),(25th percentile; 75th percentile),11.4,SE,SE,SE,.,.,109.01624,112.24376,102.10224,107.29776,0,0
6,24192,1,40,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,27,.,(25th percentile; 75th percentile),0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,28224,0,40,.,1,.,.,.,.,.,.,.,.,.,55,24,(-77.35;-20.98),(25th percentile; 75th percentile),0.6,62.5,23,(-59.51; -18.60),(25th percentile; 75th percentile),11.4,.,.,.,.,.,.,.,.,.,0,0
6,28224,1,40,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,24,.,(25th percentile; 75th percentile),0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
6,32256,0,40,.,.,.,.,.,105.019,0.497,30,102.5,30,1.07,58.9,24,(-70.12;-18.54),(25th percentile; 75th percentile),0.6,62.6,24,(-61.39; -17.29),(25th percentile; 75th percentile),11.4,SE,SE,SE,.,.,100.39424,104.60576,104.040904,105.997096,0,0
7,0,0,41,.,1,.,.,.,.,.,.,.,.,.,100,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,0,1,41,2.10E+08,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
7,89.376,0,41,.,.,.,.,.,.,.,.,.,.,.,18.36,46,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,672,0,41,.,.,.,.,.,.,.,.,.,.,NA,10.47,44,NA,NA,0.64,88.83,44,NA,NA,12.2,.,SE,.,.,.,.,.,.,.,0,0
7,1344,0,41,.,.,.,.,.,.,.,.,.,.,.,13.06,46,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,2016,0,41,.,.,.,.,.,.,.,.,102.66,46,NA,11.26,46,NA,NA,0.64,41.21,46,NA,NA,12.2,.,SE,.,.,.,102.663,102.663,.,.,0,0
7,2688,0,41,.,.,.,.,.,.,.,.,.,.,.,11.49,43,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,3360,0,41,.,.,.,.,.,.,.,.,.,.,.,11.49,44,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,4032,0,41,.,1,.,.,.,.,.,.,103.62,46,NA,12.84,43,NA,NA,0.64,35.77,43,NA,NA,12.2,.,SE,.,.,.,102.612488,105.009512,.,.,0,0
7,4032,1,41,2.10E+08,1,.,.,.,.,.,.,.,.,.,.,43,.,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
7,4099.2,0,41,.,.,.,.,.,.,.,.,.,.,.,11.37,41,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,4704,0,41,.,.,.,.,.,.,.,.,.,.,.,11.37,42,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,5376,0,41,.,.,.,.,.,.,.,.,.,.,.,14.3,42,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,6048,0,41,.,.,.,.,.,.,.,.,.,.,.,12.27,42,NA,NA,0.64,30.1,42,NA,NA,12.2,.,.,.,.,.,.,.,.,.,0,0
7,6720,0,41,.,.,.,.,.,.,.,.,.,.,.,12.27,43,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,7392,0,41,.,.,.,.,.,.,.,.,.,.,.,11.82,41,NA,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
7,8064,0,41,.,1,.,.,.,.,.,.,105.07,41,0.49,16.89,42,NA,NA,0.64,31.6,42,NA,NA,12.2,.,SE,.,.,.,104.298296,106.671704,.,.,0,0
7,8064,1,41,2.10E+08,1,.,.,.,.,.,.,.,.,.,.,42,.,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
7,10080,0,41,.,.,.,.,.,.,.,.,.,.,.,11.398,40,NA,NA,0.64,40.716,40,NA,NA,12.2,.,.,.,.,.,.,.,.,.,0,0
7,12096,0,41,.,1,.,.,.,.,.,.,106.77,39,NA,14.604,38,NA,NA,0.64,47.987,38,NA,NA,12.2,.,SE,.,.,.,105.269488,107.666512,.,.,0,0
7,12096,1,41,2.10E+08,1,.,.,.,.,.,.,.,.,.,.,38,.,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
7,14112,0,41,.,.,.,.,.,.,.,.,.,.,.,10.579,36,NA,NA,0.64,53.132,36,NA,NA,12.2,.,.,.,.,.,.,.,.,.,0,0
7,16128,0,41,.,1,.,.,.,.,.,.,107.86,36,0.65,15.254,33,NA,NA,0.64,50.671,33,NA,NA,12.2,.,SE,.,.,.,106.720352,109.715648,.,.,0,0
7,16128,1,41,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,33,.,NA,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
8,0,0,20003,.,1,.,.,.,.,.,.,.,.,.,100,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
8,0,1,20003,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
8,672,0,20003,.,.,.,.,.,100.71028,(0.40; 1.0),142,100.918288,142,(0.42; 1.32),10.7143,142,(-91.67; -83.93),(25th percentile; 75th percentile),0.53,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,.,.,100.42,101.32,100.4,101,0,0
8,4032,0,20003,.,1,.,.,.,102.11215,(1.81; 2.40),142,102.99618,142,(2.42; 3.50),22.619,142,(-87.5; -60.11),(25th percentile; 75th percentile),0.53,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,.,.,102.42,103.5,101.81,102.4,0,0
8,4032,1,20003,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,142,.,(25th percentile; 75th percentile),0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
8,6720,0,20003,.,.,.,.,.,.,.,.,.,.,.,13.29363333,142,(-91.07; -75.99),(25th percentile; 75th percentile),0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
8,8064,0,20003,.,1,.,.,.,102.71028,(2.40; 2.90),142,104.39847,142,(3.82; 5.0),29.7619,142,(-86.31; -44.64),(25th percentile; 75th percentile),0.53,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,.,.,103.82,105,102.4,102.9,0,0
8,8064,1,20003,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,142,.,(25th percentile; 75th percentile),0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
8,9408,0,20003,.,.,.,.,.,.,.,.,.,.,.,11.9048,142,(-91.67; -80.95),(25th percentile; 75th percentile),0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
8,12096,0,20003,.,1,.,.,.,.,.,.,.,.,.,30.9524,142,(-83.33; -35.71),(25th percentile; 75th percentile),0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
8,12096,1,20003,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,142,.,(25th percentile; 75th percentile),0.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
8,16128,0,20003,.,.,102.8,(2.3;3.3),163,103.4,(3.0; 3.7),163,106.5,163,(5.3; 6.6),36.9048,142,(-82.74; -25.60),(25th percentile; 75th percentile),0.53,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,102.3,103.3,105.3,106.6,103,103.7,0,0
9,0,0,20010,.,1,.,.,.,.,.,.,.,.,.,100,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
9,0,1,20010,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
9,672,0,20010,.,.,.,.,.,.,.,.,.,.,.,10.25,96,NA,(25th percentile; 75th percentile),0.5,91.34021,96,(-17.94; 3.09),(25th percentile; 75th percentile),13.5,.,.,.,.,.,.,.,.,.,0,0
9,4032,0,20010,.,1,.,.,.,.,.,.,.,.,.,22.91,96,(-86.25; -65.31),(25th percentile; 75th percentile),0.5,59.1753,96,(-53.20; -35.88),(25th percentile; 75th percentile),13.5,.,.,.,.,.,.,.,.,.,0,0
9,4032,1,20010,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,96,.,(25th percentile; 75th percentile),0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
9,8064,0,20010,.,1,.,.,.,.,.,.,.,.,.,28.8,96,(-84.29; -56.15),(25th percentile; 75th percentile),0.5,56.701,96,(-53.20; -30.31),(25th percentile; 75th percentile),13.5,.,.,.,.,.,.,.,.,.,0,0
9,8064,1,20010,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,96,.,(25th percentile; 75th percentile),0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
9,12096,1,20010,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
9,16128,0,20010,.,1,.,.,.,.,.,.,.,.,.,34.91,96,(-81.02; -37.16),(25th percentile; 75th percentile),0.5,76.4948,96,(-42.27; -7.42),(25th percentile; 75th percentile),13.5,.,.,.,.,.,.,.,.,.,0,0
9,16128,1,20010,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,96,.,(25th percentile; 75th percentile),0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
9,24192,0,20010,.,.,.,.,.,.,.,.,.,.,.,32.07,96,(-84.95; -26.04),(25th percentile; 75th percentile),0.5,50.1031,96,(-56.91; -30.93),(25th percentile; 75th percentile),13.5,.,.,.,.,.,.,.,.,.,0,0
10,0,0,10,.,.,100,.,435,100,.,435,100,435,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
10,0,1,10,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
10,4032,1,10,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
10,8064,0,10,.,.,101.4,(1.0;1.7),422,102,(1.8;2.3),422,103.4,422,(3.1;3.8),.,.,.,.,.,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,101,101.7,103.1,103.8,101.8,102.3,0,0
11,0,0,11,.,.,100,0.00E+00,33,100,0.00E+00,33,100,33,0.00E+00,.,.,.,.,.,.,.,.,.,.,SE,SE,SE,100,100,100,100,100,100,0,0
11,0,1,11,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
11,2016,0,11,.,.,102,5.25E-01,33,101,3.92E-01,33,103,33,0.00E+00,.,.,.,.,.,.,.,.,.,.,SE,SE,SE,100.9668,103.0332,103,103,100.228544,101.771456,0,0
11,4032,0,11,.,.,103,7.43E-01,33,102,3.50E-01,33,104,33,6.09E-01,.,.,.,.,.,.,.,.,.,.,SE,SE,SE,101.537776,104.462224,102.801488,105.198512,101.3112,102.6888,0,0
11,4032,1,11,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
11,8064,0,11,.,.,103,5.65E-01,33,102,5.25E-01,33,105,33,6.03E-01,.,.,.,.,.,.,.,.,.,.,SE,SE,SE,101.88808,104.11192,103.813296,106.186704,100.9668,103.0332,0,0
11,8064,1,11,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
11,12096,0,11,.,.,104,5.68E-01,31,104,5.25E-01,31,106,31,6.09E-01,.,.,.,.,.,.,.,.,.,.,SE,SE,SE,102.882176,105.117824,104.801488,107.198512,102.9668,105.0332,0,0
11,12096,1,11,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
11,16128,0,11,.,.,104,6.56E-01,31,103,5.26E-01,31,108,31,7.61E-01,.,.,.,.,.,.,.,.,.,.,SE,SE,SE,102.708992,105.291008,106.502352,109.497648,101.964832,104.035168,0,0
12,0,0,12,.,.,.,.,.,100,.,594,100,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,0,0
12,0,1,12,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,DENSC,0
12,4032,1,12,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,DENSC,0
12,8064,0,12,.,.,.,.,.,102,7.90E-01,594,102.5,594,7.50E-01,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,102.439439,102.560561,101.9362091,102.0637909,0,0
13,0,0,13,.,.,.,.,.,100,.,47,100,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,0,0
13,0,1,13,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,DENSC,0
13,4032,1,13,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,DENSC,0
13,8064,0,13,.,.,.,.,.,101,7.00E-01,47,102.2,47,7.00E-01,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,101.9990564,102.4009436,100.7990564,101.2009436,0,0
14,0,0,14,.,.,.,.,.,100,.,83,100,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,0,0
14,0,1,14,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,DENSC,0
14,4032,1,14,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,.,.,.,.,DENSC,0
14,8064,0,14,.,.,.,.,.,101,8.00E-01,83,102.4,83,4.00E-01,.,.,.,.,.,.,.,.,.,.,SD,SD,SD,.,.,102.3135936,102.4864064,100.8271871,101.1728129,0,0
15,0,0,15,.,.,100,.,232,100,.,232,100,232,.,.,.,.,.,.,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,.,.,.,.,.,.,0,0
15,0,1,15,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
15,672,0,15,.,.,100.5,(0.344; 0.656),232,100.8,(0.675; 0.925),232,101.37,232,(0.986; 1.754),.,.,.,.,.,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,100.344,100.656,100.986,101.754,100.675,100.925,0,0
15,4032,0,15,.,.,101.9,(1.65; 2.15),232,102.2,(1.981; 2.419),232,103.89,232,(3.4; 4.38),.,.,.,.,.,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,101.65,102.15,103.4,104.38,101.981,102.419,0,0
15,4032,1,15,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
15,8064,0,15,.,.,102,(1.878; 2.122),3900,103.2,(3.113; 3.287),3900,105,232,(4.51; 5.49),.,.,.,.,.,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,101.878,102.122,104.51,105.49,103.113,103.287,0,0
15,8064,1,15,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
15,12096,1,15,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
15,16128,0,15,.,.,103.8,(3.709; 3.891),3900,104.415,(4.358; 4.472),3900,107.69,232,(7.145; 8.235),.,.,.,.,.,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,103.709,103.891,107.145,108.235,104.358,104.472,0,0
15,16128,1,15,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
15,20160,1,15,6.00E+07,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DENSC,0
15,24192,0,15,.,.,103.9,(3.778; 4.022),3900,104.757,(4.693; 4.821),3900,109.371,3902,(9.208; 9.534),.,.,.,.,.,.,.,.,.,.,95% confidence interval,95% confidence interval,95% confidence interval,103.778,104.022,109.208,109.534,104.693,104.821,0,0
